causative_agent,date_of_outbreak
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
Norovirus-like,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
Norovirus-like,2022_begin
COVID-19,2022_begin
Enterovirus/Rhinovirus,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
Respiratory syncytial virus,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2022_begin
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
Coronavirus*,2021_end
COVID-19,2021_end
COVID-19,2021_end
Coronavirus*,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
Coronavirus*,2021_end
Unable to identify,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
Unable to identify,2021_end
Respiratory syncytial virus,2021_end
Respiratory syncytial virus,2021_end
COVID-19,2021_end
COVID-19,2021_end
Rhinovirus,2021_end
Rhinovirus,2021_end
COVID-19,2021_end
Rhinovirus,2021_end
Rhinovirus,2021_end
Coronavirus*,2021_end
COVID-19,2021_end
Rhinovirus,2021_end
Rhinovirus,2021_end
Metapneumovirus,2021_end
COVID-19,2021_end
Enterovirus/Rhinovirus,2021_end
Rhinovirus,2021_end
Rhinovirus,2021_end
Unable to identify,2021_end
Pending,2021_end
Coronavirus*,2021_end
COVID-19,2021_end
Coronavirus*,2021_end
Enterovirus/Rhinovirus,2021_end
COVID-19,2021_end
Parainfluenza UNSPECIFIED,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
Rhinovirus,2021_end
Rhinovirus,2021_end
COVID-19,2021_end
Unable to identify,2021_end
Rhinovirus,2021_end
Unable to identify,2021_end
Rhinovirus,2021_end
Enterovirus,2021_end
Rhinovirus,2021_end
Rhinovirus,2021_end
COVID-19,2021_end
Enterovirus/Rhinovirus,2021_end
COVID-19,2021_end
COVID-19,2021_end
Rhinovirus,2021_end
Campylobacter unspecified,2021_end
COVID-19,2021_end
COVID-19,2021_end
COVID-19,2021_end
Unable to identify,2021_end
COVID-19,2021_end
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
Norovirus-like,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
Unable to identify,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
Unable to identify,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
Campylobacter jejuni,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
COVID-19,2021_begin
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_end
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
NA,2020_begin
